p (mbar),T (degC),Tdew (degC),rh (%),max. wv (m/s),SWDR (W/m�)
999.3,1.68,0.36,90.9,4.09,0.0
999.37,1.73,0.49,91.4,4.25,0.0
999.58,1.97,0.6,90.6,3.28,0.0
999.69,2.07,0.56,89.7,3.73,0.0
999.93,2.03,0.57,90.0,3.0,0.0
1000.11,2.01,0.59,90.3,3.49,0.0
1000.33,2.08,0.66,90.3,3.41,0.0
1000.66,2.2,0.74,90.0,4.41,0.0
1000.83,2.26,0.71,89.5,3.29,0.0
1000.9,2.21,0.55,88.7,3.97,0.0
1001.09,2.22,0.46,88.1,3.45,0.0
1001.35,2.24,0.45,87.9,4.01,0.0
1001.59,2.21,0.42,87.9,4.01,0.0
1001.8,2.22,0.42,87.8,3.65,0.0
1002.13,2.27,0.42,87.5,3.73,0.0
1002.3,2.22,0.37,87.5,3.65,0.0
1002.48,2.16,0.26,87.2,4.13,0.0
1002.51,2.1,0.14,86.8,4.37,0.0
1002.5,1.99,-0.04,86.3,3.89,0.0
1002.69,1.9,-0.18,86.0,3.21,0.0
1002.92,1.94,-0.4,84.4,3.73,0.0
1002.87,1.91,-0.43,84.4,4.41,0.0
1002.93,1.86,-0.54,84.0,4.01,0.0
1003.02,1.81,-0.64,83.7,3.61,0.0
1003.23,1.65,-0.57,85.1,2.89,0.0
1003.36,1.53,-0.59,85.7,3.05,0.0
1003.47,1.47,-0.64,85.8,2.77,0.0
1003.45,1.47,-0.71,85.3,3.17,0.0
1003.57,1.47,-0.83,84.6,3.57,0.0
1003.87,1.49,-0.91,84.0,2.36,0.0
1004.02,1.59,-1.02,82.7,3.09,0.0
1004.18,1.81,-1.15,80.6,3.05,0.0
1004.25,1.96,-1.13,79.9,2.64,0.0
1004.34,2.05,-1.21,78.9,3.69,0.0
1004.5,2.1,-1.13,79.1,2.12,0.0
1004.64,2.03,-1.04,80.0,2.48,0.0
1004.7,2.01,-1.03,80.2,3.17,0.0
1004.92,2.01,-1.04,80.1,3.33,0.0
1004.98,2.01,-1.03,80.2,3.41,0.0
1005.09,2.07,-1.06,79.7,3.93,0.0
1004.98,1.99,-0.96,80.7,3.63,0.0
1005.21,1.95,-0.91,81.2,3.93,0.0
1005.39,2.02,-0.94,80.7,4.29,0.0
1005.51,2.13,-1.0,79.7,3.93,0.0
1005.49,2.16,-1.06,79.2,3.73,0.0
1005.65,2.14,-1.11,79.0,3.49,0.0
1005.74,2.14,-1.01,79.6,4.21,0.0
1005.83,2.14,-0.99,79.7,3.81,0.0
1005.95,2.14,-1.0,79.6,3.99,0.0
1006.01,2.17,-1.05,79.2,3.89,0.0
1006.14,2.15,-1.13,78.8,4.01,0.0
1006.21,2.17,-1.19,78.3,3.0,0.0
1006.2,2.2,-1.24,77.9,2.98,0.0
1006.29,2.16,-1.24,78.1,2.4,0.0
1006.38,2.1,-1.2,78.7,4.01,0.0
1006.47,2.08,-1.18,78.9,3.08,0.0
1006.47,2.07,-1.16,79.1,3.13,0.0
1006.5,2.02,-1.17,79.3,3.47,0.0
1006.54,2.05,-1.24,78.7,2.64,0.0
1006.7,2.07,-1.28,78.4,2.78,0.0
1006.73,2.09,-1.28,78.3,2.98,0.0
1006.75,2.06,-1.3,78.3,2.68,0.0
1006.85,2.02,-1.43,77.8,2.64,0.0
1006.95,2.1,-1.62,76.3,2.72,0.0
1007.03,2.15,-1.76,75.2,2.72,0.0
1006.97,2.18,-1.81,74.8,2.76,0.0
1007.04,2.17,-1.77,75.1,3.0,0.0
1007.04,2.15,-1.85,74.7,2.24,0.0
1007.08,2.19,-2.12,73.0,2.48,0.0
1007.18,2.28,-2.32,71.5,2.92,0.0
1007.21,2.27,-2.22,72.1,2.6,0.0
1007.29,2.26,-2.39,71.2,2.28,0.0
1007.33,2.29,-2.5,70.5,1.8,0.0
1007.4,2.31,-2.65,69.6,2.04,0.0
1007.39,2.28,-2.61,69.94,2.12,0.0
1007.47,2.33,-2.62,69.69,1.92,0.0
1007.64,2.29,-2.38,71.1,1.52,0.2
1007.83,2.25,-2.43,71.1,1.8,1.41
1007.98,2.29,-2.59,70.0,2.44,3.22
1008.14,2.32,-2.69,69.33,1.96,5.84
1008.21,2.27,-2.6,70.1,2.24,11.67
1008.42,2.25,-2.63,70.0,2.4,12.88
1008.49,2.32,-2.81,68.74,2.36,19.92
1008.58,2.35,-2.92,68.01,2.72,23.74
1008.67,2.43,-2.88,67.84,2.6,30.18
1008.71,2.41,-2.76,68.55,1.96,44.67
1008.78,2.31,-2.29,71.5,1.84,57.95
1008.79,1.93,-1.16,79.9,1.46,76.66
1008.84,1.79,-1.02,81.5,1.72,72.84
1008.92,1.9,-1.02,80.9,1.52,90.14
1008.95,2.01,-0.98,80.5,1.48,91.95
1009.01,2.1,-0.98,80.0,0.98,94.77
1009.07,2.24,-0.99,79.1,1.14,95.17
1008.92,2.38,-1.11,77.6,2.52,111.87
1008.79,2.55,-1.56,74.2,3.81,124.95
1008.78,2.75,-1.89,71.4,2.76,127.16
1008.69,2.86,-1.73,71.7,3.89,145.27
1008.61,3.01,-1.5,72.1,3.61,134.21
1008.67,3.13,-1.01,74.1,2.94,123.14
1008.61,3.12,-2.01,68.9,3.97,131.99
1008.55,3.16,-2.06,68.49,3.12,151.71
1008.41,3.31,-1.91,68.51,2.96,196.38
1008.34,3.5,-1.88,67.7,3.49,171.43
1008.21,3.39,-1.99,67.72,4.09,137.83
1008.17,3.39,-1.95,67.92,2.68,123.74
1008.16,3.47,-1.86,67.99,3.0,114.69
1007.98,3.45,-1.95,67.63,4.21,114.69
1007.88,3.47,-1.96,67.5,4.21,116.7
1007.71,3.53,-1.91,67.41,4.09,129.38
1007.54,3.61,-1.75,67.89,4.05,137.02
1007.44,3.81,-1.69,67.22,3.49,184.51
1007.43,4.07,-1.65,66.15,3.53,191.75
1007.5,4.17,-1.62,65.84,4.25,242.25
1007.42,4.37,-1.56,65.22,4.45,184.91
1007.33,4.29,-1.53,65.75,4.13,160.16
1007.31,4.28,-1.47,66.06,3.75,152.31
1007.33,4.43,-1.4,65.68,3.28,130.58
1007.39,4.29,-1.38,66.46,2.54,70.02
1007.4,4.06,-1.34,67.79,2.32,70.22
1007.5,3.84,-1.39,68.53,2.76,49.9
1007.57,3.67,-1.35,69.6,1.92,36.42
1007.78,3.58,-1.3,70.3,1.8,32.19
1007.72,3.51,-1.21,71.1,1.68,19.11
1007.77,3.47,-1.2,71.4,1.64,10.26
1007.76,3.47,-1.1,71.9,1.94,6.04
1007.64,3.42,-0.96,72.9,1.88,3.82
1007.62,3.4,-0.83,73.7,1.28,1.81
1007.69,3.37,-0.73,74.4,1.52,0.4
1007.69,3.35,-0.69,74.7,1.28,0.0
1007.73,3.41,-0.58,75.0,0.9,0.0
1007.64,3.36,-0.56,75.4,1.28,0.0
1007.55,3.25,-0.52,76.2,1.42,0.0
1007.6,3.1,-0.44,77.5,2.08,0.0
1007.68,3.04,-0.37,78.2,1.88,0.0
1007.73,3.07,-0.48,77.4,2.24,0.0
1007.74,3.1,-0.45,77.4,2.56,0.0
1007.73,3.14,-0.36,77.7,2.48,0.0
1007.67,3.18,-0.25,78.1,1.46,0.0
1007.55,3.04,-0.28,78.7,1.84,0.0
1007.51,2.94,-0.22,79.6,1.8,0.0
1007.42,2.96,-0.09,80.3,2.36,0.0
1007.43,2.88,0.14,82.1,2.8,0.0
1007.43,2.87,0.26,82.9,4.13,0.0
1007.43,2.93,0.37,83.2,3.16,0.0
1007.43,2.97,0.33,82.7,2.68,0.0
1007.43,3.05,0.4,82.7,3.45,0.0
1007.37,3.07,0.39,82.5,3.45,0.0
1007.3,3.03,0.42,82.9,3.16,0.0
1007.28,2.95,0.46,83.6,3.41,0.0
1007.3,3.09,0.5,83.0,4.09,0.0
1007.27,3.02,0.5,83.4,3.53,0.0
1007.25,2.98,0.57,84.1,3.41,0.0
1007.18,2.94,0.53,84.1,3.81,0.0
1007.16,3.0,0.51,83.6,3.77,0.0
1007.19,3.0,0.52,83.7,3.65,0.0
1007.14,3.0,0.51,83.6,3.24,0.0
1007.11,3.0,0.53,83.7,3.33,0.0
1007.09,2.95,0.49,83.8,3.45,0.0
1007.04,2.93,0.5,84.0,2.72,0.0
1007.03,2.87,0.46,84.1,2.9,0.0
1006.95,2.88,0.52,84.4,2.36,0.0
1006.93,2.92,0.51,84.1,2.94,0.0
1006.85,2.98,0.5,83.7,2.52,0.0
1006.9,3.05,0.53,83.4,3.36,0.0
1006.86,3.07,0.56,83.5,2.76,0.0
1006.8,3.14,0.61,83.4,3.0,0.0
1006.67,3.15,0.62,83.4,2.56,0.0
1006.56,3.13,0.69,83.9,2.64,0.0
1006.44,3.21,0.7,83.5,1.76,0.0
1006.36,3.27,0.72,83.3,1.68,0.0
1006.22,3.28,0.73,83.3,1.68,0.0
1006.17,3.32,0.77,83.3,1.8,0.0
1006.08,3.31,0.78,83.4,1.76,0.0
1006.08,3.33,0.81,83.5,1.44,0.0
1005.97,3.35,0.8,83.3,2.0,0.0
1005.82,3.33,0.82,83.5,2.44,0.0
1005.83,3.34,0.8,83.4,2.6,0.0
1005.77,3.38,0.83,83.3,2.28,0.0
1005.7,3.34,0.79,83.3,2.32,0.0
1005.6,3.33,0.81,83.5,4.09,0.0
1005.49,3.39,0.79,83.0,3.85,0.0
1005.41,3.31,0.78,83.4,3.49,0.0
1005.29,3.31,0.79,83.5,2.92,0.0
1005.22,3.33,0.82,83.5,2.96,0.0
1005.25,3.34,0.81,83.4,3.81,0.0
1005.12,3.37,0.82,83.3,3.49,0.0
1005.09,3.4,0.82,83.1,3.2,0.0
1005.11,3.4,0.8,83.0,3.12,0.0
1004.97,3.36,0.83,83.4,2.88,0.0
1004.85,3.34,0.84,83.6,2.64,0.0
1004.79,3.39,0.92,83.8,2.64,0.0
1004.74,3.4,0.9,83.6,2.76,0.0
1004.74,3.38,0.89,83.7,2.28,0.0
1004.65,3.18,0.92,85.0,2.16,0.0
1004.55,3.09,0.94,85.7,1.64,0.0
1004.48,3.0,0.93,86.2,1.8,0.0
1004.4,3.01,1.01,86.6,1.8,0.0
1004.32,2.96,0.94,86.5,1.98,0.0
1004.2,2.98,1.02,86.9,1.64,0.0
1004.12,2.99,1.0,86.7,1.48,0.0
1004.05,3.07,0.95,85.9,1.64,0.0
1003.99,3.03,0.96,86.2,1.52,0.0
1003.98,2.98,0.99,86.7,2.5,0.0
1003.97,2.94,0.93,86.6,1.92,0.0
1003.92,2.97,0.93,86.4,1.8,0.0
1003.86,2.91,0.91,86.6,1.88,0.0
1003.86,2.87,0.93,87.0,1.96,0.0
1003.89,2.87,0.94,87.1,2.04,0.0
1003.88,2.9,0.92,86.8,2.0,0.0
1003.96,2.97,0.97,86.6,2.08,0.0
1003.89,3.03,0.98,86.3,1.56,0.0
1003.9,3.02,1.01,86.6,1.64,0.0
1003.8,3.0,0.99,86.6,1.5,0.0
1003.74,3.12,1.06,86.3,0.8,0.0
1003.75,3.31,0.9,84.1,1.0,0.0
1003.74,3.52,0.82,82.4,1.32,0.0
1003.74,3.6,0.84,82.1,1.36,0.0
1003.75,3.53,0.91,82.9,0.72,0.0
1003.75,3.37,1.0,84.4,0.6,0.0
1003.86,3.25,1.01,85.2,0.8,0.0
1003.83,3.21,1.0,85.4,0.64,0.0
1003.74,3.21,1.02,85.5,0.58,0.2
1003.74,3.22,1.0,85.3,0.96,0.8
1003.74,3.4,1.11,84.9,0.68,2.21
1003.65,3.23,1.03,85.4,1.64,3.02
1003.56,3.13,1.07,86.3,1.52,5.63
1003.44,3.11,1.05,86.3,0.88,7.65
1003.49,3.17,1.06,86.0,0.8,10.46
1003.47,3.3,1.1,85.4,0.44,13.28
1003.38,3.35,1.0,84.5,0.48,16.5
1003.34,3.31,1.13,85.5,0.68,19.72
1003.24,3.35,1.18,85.6,0.72,25.55
1003.21,3.26,1.12,85.8,1.24,26.56
1003.13,3.1,1.09,86.6,1.74,31.79
1003.02,3.1,1.13,86.8,1.52,32.39
1002.99,3.09,1.16,87.1,2.08,43.26
1002.89,3.11,1.17,87.0,2.04,44.47
1002.79,3.28,1.2,86.2,1.44,46.28
1002.64,3.53,1.3,85.3,0.88,54.93
1002.51,3.73,1.29,84.0,1.68,55.53
1002.38,3.85,1.11,82.2,2.44,54.12
1002.28,3.96,1.13,81.7,1.88,56.34
1002.17,4.01,1.0,80.7,2.28,56.94
1002.04,4.16,1.07,80.2,2.04,58.75
1001.92,4.25,1.07,79.7,1.8,56.74
1001.73,4.29,1.06,79.4,2.16,62.17
1001.54,4.32,1.05,79.2,2.92,74.25
1001.39,4.33,0.97,78.7,3.16,71.83
1001.28,4.36,0.98,78.6,3.12,81.89
1001.18,4.42,1.06,78.7,2.56,83.5
1001.01,4.45,1.1,78.8,2.84,79.68
1000.86,4.47,1.09,78.6,3.2,64.59
1000.77,4.45,1.0,78.2,3.41,64.99
1000.6,4.45,0.9,77.6,3.75,85.31
1000.45,4.47,0.79,76.9,3.65,73.24
1000.38,4.46,0.67,76.3,3.97,72.43
1000.31,4.48,0.52,75.4,3.77,113.28
1000.23,4.6,0.41,74.1,3.85,125.55
1000.06,4.97,0.25,71.4,4.57,210.26
999.9,5.23,0.17,69.71,4.61,184.71
999.8,5.18,0.01,69.14,5.91,137.42
999.69,5.05,-0.09,69.25,4.73,112.88
999.57,4.91,-0.1,69.91,3.08,91.15
999.5,4.77,-0.2,70.1,3.24,79.88
999.34,4.81,-0.17,70.0,2.72,63.58
999.32,4.85,-0.18,69.78,2.68,43.26
999.24,4.65,-0.35,69.91,2.8,26.16
999.17,4.3,-0.51,70.8,2.92,13.28
999.1,3.96,-0.68,71.6,2.56,8.25
999.08,3.82,-0.73,72.1,2.4,4.23
999.0,3.66,-0.75,72.8,2.18,1.21
998.86,3.49,-0.76,73.6,2.12,0.0
998.85,3.38,-0.76,74.2,2.44,0.0
998.78,3.3,-0.82,74.3,2.5,0.0
998.7,3.15,-0.89,74.7,2.56,0.0
998.6,2.97,-0.9,75.6,2.84,0.0
998.54,2.82,-0.92,76.3,2.24,0.0
998.36,2.54,-0.96,77.6,2.32,0.0
998.23,2.32,-0.91,79.1,3.28,0.0
998.11,2.15,-0.91,80.1,3.16,0.0
998.09,2.03,-0.96,80.5,2.96,0.0
998.06,1.89,-1.02,80.9,3.45,0.0
997.99,1.77,-1.11,81.1,2.52,0.0
997.83,1.68,-1.15,81.4,2.36,0.0
997.61,1.57,-1.24,81.5,2.48,0.0
997.53,1.38,-1.32,82.1,1.74,0.0
997.49,1.22,-1.31,83.1,2.04,0.0
997.49,1.0,-1.34,84.3,2.16,0.0
997.4,0.86,-1.39,84.8,3.04,0.0
997.29,0.52,-1.6,85.6,2.04,0.0
997.25,0.24,-1.77,86.3,1.24,0.0
997.24,-0.03,-1.83,87.6,1.96,0.0
997.15,0.03,-1.7,88.1,2.6,0.0
997.04,0.17,-1.62,87.7,3.45,0.0
996.94,0.06,-1.72,87.8,3.25,0.0
996.91,-0.25,-1.9,88.6,3.89,0.0
996.89,-0.42,-1.91,89.6,4.07,0.0
996.95,-0.55,-1.96,90.1,4.05,0.0
996.82,-0.66,-2.03,90.4,3.53,0.0
996.71,-0.71,-2.03,90.7,3.87,0.0
996.67,-0.88,-2.21,90.6,3.37,0.0
996.62,-1.18,-2.38,91.5,3.41,0.0
996.54,-1.29,-2.37,92.3,2.77,0.0
996.4,-1.27,-2.32,92.5,2.73,0.0
996.24,-1.37,-2.42,92.5,1.84,0.0
996.06,-1.37,-2.38,92.8,2.08,0.0
996.01,-1.35,-2.4,92.5,2.68,0.0
995.91,-1.38,-2.46,92.3,3.65,0.0
995.88,-1.34,-2.45,92.1,3.07,0.0
995.83,-1.3,-2.41,92.1,2.93,0.0
995.68,-1.11,-2.25,91.9,3.29,0.0
995.59,-1.16,-2.42,91.1,2.28,0.0
995.48,-1.04,-2.24,91.5,2.95,0.0
995.47,-0.77,-2.09,90.7,2.56,0.0
995.39,-0.71,-2.2,89.6,2.56,0.0
995.38,-0.8,-2.29,89.6,2.32,0.0
995.42,-0.71,-2.15,89.9,2.0,0.0
995.27,-0.43,-1.98,89.2,3.13,0.0
995.21,-0.31,-2.07,87.8,2.52,0.0
995.17,-0.39,-2.18,87.6,2.77,0.0
995.07,-0.48,-2.24,87.8,2.68,0.0
994.8,-0.55,-2.3,87.9,3.21,0.0
994.67,-0.28,-2.06,87.7,4.17,0.0
994.66,0.21,-2.0,85.0,4.09,0.0
994.55,0.16,-2.1,84.7,3.09,0.0
994.52,0.08,-2.13,85.0,4.25,0.0
994.7,-0.02,-2.16,85.4,3.25,0.0
994.68,-0.01,-2.13,85.6,2.52,0.0
994.72,0.0,-2.16,85.3,2.77,0.0
994.75,-0.06,-2.19,85.5,3.75,0.0
994.82,-0.03,-2.14,85.6,4.37,0.0
994.76,-0.11,-2.2,85.7,3.53,0.0
994.85,-0.16,-2.14,86.4,2.64,0.0
995.01,-0.08,-2.07,86.4,2.36,0.0
995.36,0.16,-1.96,85.6,2.77,0.0
995.64,0.22,-1.96,85.2,2.34,0.0
995.72,0.25,-1.95,85.1,2.34,0.0
995.89,0.48,-1.77,84.8,1.88,0.0
996.07,0.56,-1.77,84.3,0.88,0.0
996.14,0.63,-1.73,84.1,1.08,0.0
996.21,0.7,-1.68,84.0,0.92,0.0
996.25,0.75,-1.65,83.9,1.84,0.0
996.19,0.77,-1.7,83.5,1.32,0.0
996.15,0.91,-1.6,83.2,1.36,0.0
995.99,0.94,-1.63,82.9,1.54,0.0
995.98,0.74,-1.72,83.5,1.48,0.0
995.9,0.39,-1.86,84.8,1.44,0.0
996.03,0.32,-1.8,85.6,1.6,0.0
996.13,0.29,-1.79,85.8,0.96,0.0
996.35,0.35,-1.74,85.8,0.64,0.0
996.51,0.53,-1.61,85.5,0.74,0.0
996.53,0.72,-1.53,84.8,0.46,0.0
996.56,0.95,-1.6,83.0,1.08,0.0
996.53,0.61,-1.68,84.6,1.64,0.0
996.62,0.47,-1.68,85.4,2.08,0.0
996.79,0.9,-1.45,84.2,2.12,0.0
996.9,0.84,-1.55,84.0,1.52,0.0
997.03,0.7,-1.55,84.8,1.74,0.0
997.07,0.66,-1.43,85.8,1.8,0.0
997.05,0.9,-1.31,85.1,0.54,0.0
997.17,1.02,-1.24,84.8,1.08,0.0
997.26,0.98,-1.13,85.7,1.12,0.0
997.24,1.15,-0.84,86.5,2.24,0.0
997.38,1.47,-0.6,86.0,2.88,0.0
997.58,1.33,-0.78,85.8,1.54,0.6
997.87,1.56,-0.59,85.5,2.92,0.8
998.16,1.65,-0.65,84.6,2.34,1.41
998.43,1.43,-0.77,85.2,2.2,2.41
998.67,1.46,-0.66,85.7,1.24,2.82
998.77,1.47,-0.67,85.6,2.28,7.04
998.89,1.41,-0.57,86.6,2.48,16.1
999.04,1.5,-0.3,87.8,1.64,19.11
999.17,1.71,-0.15,87.4,0.92,22.33
999.38,1.77,0.05,88.3,1.44,23.34
999.5,1.62,0.05,89.3,1.88,20.12
999.6,1.56,0.11,90.0,1.76,22.54
999.73,1.82,0.38,90.1,0.92,27.57
999.88,1.96,0.34,89.0,1.76,22.74
999.97,1.83,0.28,89.4,2.16,18.31
1000.14,1.76,0.24,89.6,2.0,19.92
1000.27,2.05,0.51,89.5,0.76,23.34
1000.42,2.28,0.72,89.4,0.8,19.92
1000.44,2.64,1.11,89.6,2.84,22.13
1000.53,2.85,1.46,90.5,2.28,32.19
1000.65,3.08,1.84,91.5,2.76,38.43
1000.7,3.27,1.99,91.3,2.52,53.12
1000.75,3.31,2.07,91.5,3.24,70.62
1000.82,3.37,2.13,91.6,1.84,68.21
1000.92,3.44,2.19,91.5,2.24,75.86
1000.9,3.51,2.2,91.1,1.74,126.56
1000.91,3.62,2.36,91.4,1.92,142.05
1000.97,3.77,2.44,91.0,3.0,129.58
1000.94,3.85,2.48,90.7,2.12,154.12
1000.92,4.05,2.61,90.3,2.04,213.28
1000.91,4.54,2.81,88.5,1.64,216.9
1000.85,5.04,2.98,86.5,1.38,218.71
1000.92,5.52,3.01,83.8,2.68,223.94
1000.99,5.72,3.01,82.7,1.7,161.37
1000.95,5.21,2.59,83.1,2.2,120.12
1000.99,4.96,2.51,84.1,2.08,96.18
1001.04,4.94,2.55,84.5,2.64,76.26
1001.13,4.98,2.56,84.3,2.32,74.45
1001.26,5.01,2.55,84.1,1.72,58.95
1001.28,5.07,2.51,83.5,1.68,53.32
1001.34,5.07,2.47,83.2,1.46,48.69
1001.46,5.09,2.43,82.9,1.8,40.04
1001.53,5.11,2.44,82.8,1.76,30.78
1001.55,5.06,2.49,83.4,1.72,26.76
1001.53,5.05,2.46,83.3,1.44,24.14
1001.65,5.1,2.51,83.3,0.92,18.91
1001.69,5.14,2.38,82.3,1.2,13.28
1001.76,5.14,2.26,81.6,1.68,8.85
1001.79,5.1,2.19,81.4,1.84,4.43
1001.85,5.04,2.35,82.7,1.62,2.41
1001.91,4.97,2.42,83.5,1.22,1.41
1002.16,4.94,2.42,83.7,1.34,0.2
1002.11,4.85,2.3,83.5,2.16,0.0
1002.14,4.77,2.34,84.2,2.4,0.0
1002.19,4.74,2.34,84.4,2.56,0.0
1002.32,4.8,2.27,83.6,2.76,0.0
1002.51,4.94,2.18,82.3,3.24,0.0
1002.68,4.94,2.1,81.8,2.6,0.0
1002.8,4.94,2.07,81.6,3.85,0.0
1002.83,4.98,1.97,80.8,5.73,0.0
1002.83,4.97,1.93,80.6,3.93,0.0
1002.76,4.82,1.86,81.1,4.17,0.0
1002.77,4.76,1.67,80.3,4.53,0.0
1002.79,4.8,1.5,79.1,5.53,0.0
1002.83,4.76,1.37,78.6,6.29,0.0
1002.76,4.69,1.25,78.3,6.85,0.0
1002.59,4.56,1.18,78.6,4.93,0.0
1002.6,4.54,1.12,78.4,5.29,0.0
1002.69,4.53,1.08,78.2,4.73,0.0
1002.67,4.48,1.06,78.4,5.01,0.0
1002.62,4.41,1.02,78.5,5.65,0.0
1002.51,4.39,1.0,78.5,4.41,0.0
1002.57,4.26,0.96,79.0,3.65,0.0
1002.52,4.04,0.89,79.9,2.8,0.0
1002.52,3.82,0.85,80.9,3.57,0.0
1002.49,3.59,0.71,81.4,3.53,0.0
1002.39,3.3,0.53,82.0,3.67,0.0
1002.3,3.11,0.48,82.8,3.73,0.0
1002.13,3.06,0.5,83.2,3.32,0.0
1002.11,3.06,0.52,83.3,2.72,0.0
1002.17,3.06,0.5,83.2,2.36,0.0
1002.0,2.86,0.42,83.9,2.92,0.0
1001.73,2.54,0.27,84.9,2.88,0.0
1001.64,2.17,0.15,86.4,3.45,0.0
1001.73,2.03,0.07,86.8,2.52,0.0
1001.82,1.74,-0.01,88.1,3.04,0.0
1001.65,1.66,0.05,89.0,2.5,0.0
1001.49,1.63,0.02,89.0,1.44,0.0
1001.39,1.68,0.07,89.0,1.84,0.0
1001.24,1.71,0.07,88.8,3.28,0.0
1001.08,1.47,-0.17,88.8,3.28,0.0
1001.1,1.48,0.06,90.2,3.28,0.0
1001.16,1.79,0.2,89.1,1.84,0.0
1001.24,1.84,0.23,89.0,1.8,0.0
1001.26,1.74,0.16,89.2,1.6,0.0
1000.97,1.58,0.03,89.4,3.0,0.0
1000.74,1.36,-0.04,90.3,3.61,0.0
1000.6,1.28,-0.04,90.9,3.37,0.0
1000.5,1.23,-0.1,90.8,4.37,0.0
1000.5,1.05,-0.21,91.2,3.37,0.0
1000.45,1.3,0.07,91.5,3.53,0.0
1000.49,1.6,0.2,90.4,3.18,0.0
1000.49,1.99,0.39,89.1,1.9,0.0
1000.41,2.05,0.29,88.1,2.24,0.0
1000.44,2.05,0.32,88.3,2.16,0.0
1000.4,2.23,0.47,88.1,1.88,0.0
1000.26,2.43,0.56,87.4,2.3,0.0
1000.34,2.69,0.69,86.6,1.3,0.0
1000.22,3.1,0.8,84.8,1.8,0.0
1000.16,3.36,0.85,83.5,1.6,0.0
1000.14,3.63,0.88,82.1,2.36,0.0
1000.14,3.7,0.87,81.7,1.48,0.0
1000.01,3.68,0.82,81.5,2.88,0.0
999.89,3.57,0.81,82.1,1.92,0.0
999.77,3.73,0.85,81.4,3.08,0.0
999.83,4.02,0.98,80.5,2.28,0.0
999.67,4.36,1.0,78.7,4.37,0.0
999.55,4.12,0.91,79.5,3.0,0.0
999.36,4.13,0.96,79.8,3.77,0.0
999.1,4.36,1.0,78.7,6.53,0.0
998.94,4.68,0.9,76.4,5.53,0.0
998.91,4.6,0.83,76.4,5.77,0.0
998.63,4.32,0.69,77.2,4.45,0.0
998.66,4.09,0.69,78.4,4.31,0.0
998.62,4.0,0.76,79.3,3.61,0.0
998.52,4.12,0.73,78.5,3.61,0.0
998.45,4.47,0.66,76.2,4.37,0.0
998.51,4.61,0.66,75.4,2.88,0.0
998.67,4.79,0.57,74.0,3.28,0.0
998.54,5.02,0.49,72.4,3.67,0.0
998.44,5.16,0.39,71.2,3.32,0.0
998.35,5.4,0.28,69.43,4.29,0.0
998.36,5.52,0.21,68.53,4.05,0.0
998.26,5.63,0.16,67.78,6.53,0.0
998.15,5.66,0.13,67.45,4.49,0.0
997.98,5.61,0.3,68.53,4.57,0.0
997.79,5.33,0.46,70.7,4.77,0.0
997.78,5.12,0.62,72.6,4.63,0.0
997.95,5.12,0.66,72.8,4.81,0.0
998.07,5.14,0.7,72.9,5.45,0.0
998.1,5.09,0.72,73.3,4.73,0.0
998.41,5.22,0.64,72.2,4.19,0.0
998.7,5.26,0.66,72.1,3.36,0.0
999.02,5.27,0.69,72.2,2.16,0.0
999.26,5.31,0.82,72.7,1.8,0.0
999.45,5.32,0.81,72.6,1.32,0.0
999.27,5.26,0.96,73.7,4.05,0.0
999.17,5.24,1.03,74.2,3.08,1.61
999.07,5.5,1.02,72.8,3.67,2.62
999.02,5.49,1.3,74.3,5.37,1.41
998.98,4.9,1.61,79.2,4.69,2.01
998.94,4.37,1.9,83.9,5.25,4.43
998.85,4.17,2.08,86.2,5.49,6.44
998.78,4.13,2.15,86.9,5.49,7.65
998.72,4.15,2.14,86.7,5.57,10.87
998.74,4.27,2.13,85.9,6.21,14.69
998.73,4.39,2.03,84.6,6.41,10.26
998.87,4.33,2.19,85.9,5.41,8.05
998.93,4.17,2.37,88.0,4.05,12.47
998.79,4.08,2.49,89.3,5.17,23.74
998.79,4.12,2.5,89.2,5.89,21.13
998.89,4.12,2.48,89.0,5.77,21.13
998.91,4.14,2.53,89.2,4.49,30.18
998.93,4.24,2.56,88.8,4.69,31.59
998.67,4.11,2.58,89.7,4.65,36.62
998.58,4.2,2.72,90.1,4.85,30.18
998.56,4.2,2.77,90.4,4.89,29.58
998.7,4.22,2.83,90.6,4.89,34.41
998.78,4.33,3.0,91.0,4.21,37.83
998.76,4.49,3.25,91.6,1.72,33.8
998.82,4.5,3.34,92.1,1.74,35.61
998.89,4.48,3.41,92.7,2.24,38.03
998.76,4.42,3.44,93.3,2.24,35.81
998.58,4.44,3.58,94.1,3.12,53.12
998.5,4.59,3.8,94.6,3.77,50.1
998.37,4.7,3.91,94.6,4.21,48.49
998.25,4.78,3.97,94.5,3.89,49.09
998.05,4.88,4.04,94.3,5.21,46.48
998.11,5.07,4.12,93.5,4.71,45.88
998.11,5.15,4.04,92.5,4.53,47.48
997.97,5.28,4.08,91.9,4.29,73.64
997.76,5.44,4.13,91.2,4.05,64.99
997.84,5.51,4.1,90.6,4.69,60.36
997.89,5.57,4.21,90.9,4.53,54.12
997.73,5.7,4.16,89.8,4.53,53.52
997.73,5.92,4.17,88.5,4.45,40.64
997.66,6.18,4.12,86.6,4.83,38.23
997.61,6.43,4.1,85.0,4.97,35.61
997.77,6.48,4.1,84.7,4.17,47.28
997.95,6.43,4.2,85.6,2.84,37.22
998.04,6.34,4.18,86.0,2.84,18.91
